//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-B7C5B4B8-77DD-4B91-9883-FAC9B827A9D5/System/Library/PrivateFrameworks/AppSandbox.framework/Versions/A/AppSandbox
// arch:    arm64e
// uuid:    93EB1ACE-6516-303F-A23F-FF64BB4BE749
// text:    0x000000019a75d000
// count:   763 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x000000019a75e960  0x000000ac  __TEXT,__text  func  AppSandboxUtilAddressBookLockPathURL
0x000000019a7742a0  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox11ASBOwnerSetC4fromACs7Decoder_p_tKcfCTq  // method descriptor for AppSandbox.ASBOwnerSet.__allocating_init(from: Swift.Decoder) throws -> AppSandbox.ASBOwnerSet
0x000000019a7742a8  0x0000001c  __TEXT,__constg_swiftt  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOMn  // nominal type descriptor for AppSandbox.ASBOwnerSet.DeserializationError
0x000000019a7742c4  0x00000088  __TEXT,__swift5_fieldmd  swift  $s10AppSandbox18ValidationCategoryOMF  // reflection metadata field descriptor AppSandbox.ValidationCategory
0x000000019a77434c  0x00000034  __TEXT,__swift5_fieldmd  swift  $s10AppSandbox17ASBBinaryIdentityCMF  // reflection metadata field descriptor AppSandbox.ASBBinaryIdentity
0x000000019a774380  0x00000034  __TEXT,__swift5_fieldmd  swift  $s10AppSandbox17ASBBinaryIdentityC18CodeSignatureErrorOMF  // reflection metadata field descriptor AppSandbox.ASBBinaryIdentity.CodeSignatureError
0x000000019a7743b4  0x00000034  __TEXT,__swift5_fieldmd  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOMF  // reflection metadata field descriptor AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F)
0x000000019a7743e8  0x0000001c  __TEXT,__swift5_fieldmd  swift  $sSo13audit_token_taMF  // reflection metadata field descriptor __C.audit_token_t
0x000000019a774404  0x0000001c  __TEXT,__swift5_fieldmd  swift  $s10AppSandbox11ASBOwnerSetCMF  // reflection metadata field descriptor AppSandbox.ASBOwnerSet
0x000000019a774420  0x0000001c  __TEXT,__swift5_fieldmd  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOMF  // reflection metadata field descriptor AppSandbox.ASBOwnerSet.DeserializationError
0x000000019a77443c  0x00000014  __TEXT,__swift5_builtin  swift  $s10AppSandbox17ASBBinaryIdentityC18CodeSignatureErrorOMB  // reflection metadata builtin descriptor AppSandbox.ASBBinaryIdentity.CodeSignatureError
0x000000019a774450  0x000026b0  __TEXT,__swift5_builtin  swift  $sSo13audit_token_taMB  // reflection metadata builtin descriptor __C.audit_token_t
0x000000019a776b00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$CM_forContainerOfClass:persona:onBehalfOf:queryFlags:error:syncPerformBlock:
0x000000019a776b20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$CM_forContainerWithIdentifier:ofClass:persona:queryFlags:error:syncPerformBlock:
0x000000019a776b40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$CM_forContainersOfClass:persona:onBehalfOf:queryFlags:error:syncIterateWithBlock:
0x000000019a776b60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$UTF8String
0x000000019a776b80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$__requestsAppSandbox:
0x000000019a776ba0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$__requestsInheritanceOfSandbox:
0x000000019a776bc0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_cfBundle
0x000000019a776be0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_createAndPopulateGroupContainerTokens
0x000000019a776c00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_profileTimestampsAreValid
0x000000019a776c20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_setFatalError:withMessage:
0x000000019a776c40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_setFatalError:withUserInfo:Message:
0x000000019a776c60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_setFatalError:withUserInfo:Message:Parameters:
0x000000019a776c80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$addEntriesFromDictionary:
0x000000019a776ca0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$addIdentity:
0x000000019a776cc0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$addObject:
0x000000019a776ce0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$allEntitlements
0x000000019a776d00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$allKeys
0x000000019a776d20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$allObjects
0x000000019a776d40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$allValues
0x000000019a776d60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$allowsBinaryIdentity:
0x000000019a776d80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$allowsCode:error:
0x000000019a776da0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$allowsInternalEquivalentBinaryIdentity:
0x000000019a776dc0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$appsandboxContainerSync:
0x000000019a776de0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$array
0x000000019a776e00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$arrayByAddingObjectsFromArray:
0x000000019a776e20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$arrayValueForEntitlement:error:
0x000000019a776e40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$arrayWithCapacity:
0x000000019a776e60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$arrayWithObjects:count:
0x000000019a776e80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$augmentError:
0x000000019a776ea0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$baseURL
0x000000019a776ec0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$boolValue
0x000000019a776ee0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$boolValueForEntitlement:
0x000000019a776f00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$boolValueForEntitlement:error:
0x000000019a776f20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$bundleForClass:
0x000000019a776f40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$bundleIdentifier
0x000000019a776f60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$bundleWithURL:
0x000000019a776f80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$code
0x000000019a776fa0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$codeIdentityOfApplicationAtURL:
0x000000019a776fc0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$codeIdentityOfApplicationAtURL:error:
0x000000019a776fe0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$codeStatusFlags
0x000000019a777000  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$compileSandboxProfileWithError:
0x000000019a777020  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$componentsJoinedByString:
0x000000019a777040  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$componentsSeparatedByString:
0x000000019a777060  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$container
0x000000019a777080  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$containerDataPath
0x000000019a7770a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$containerForCodeIdentity:mcmContainer:HomeDirectory:error:
0x000000019a7770c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$containerForCodeIdentity:withHomeDirectory:options:error:
0x000000019a7770e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$containerIdentifier
0x000000019a777100  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$containerIdentifierForAppSigningId:
0x000000019a777120  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$containerWithError:
0x000000019a777140  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$containsObject:
0x000000019a777160  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$copy
0x000000019a777180  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$count
0x000000019a7771a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$countByEnumeratingWithState:objects:count:
0x000000019a7771c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$dataURL
0x000000019a7771e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$dataWithBytesNoCopy:length:freeWhenDone:
0x000000019a777200  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$dataWithSandboxProfileNoCopy:
0x000000019a777220  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$deriveQuarantineFlags
0x000000019a777240  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$description
0x000000019a777260  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$designatedRequirement
0x000000019a777280  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$developerMode
0x000000019a7772a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$dictionary
0x000000019a7772c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$dictionaryWithObject:forKey:
0x000000019a7772e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$dictionaryWithObjects:forKeys:count:
0x000000019a777300  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$displaySharingConsentPrompt:
0x000000019a777320  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$domain
0x000000019a777340  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$dynamicCodeIdentityForAuditToken:error:
0x000000019a777360  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$enablePrivacyProtectionsWithError:
0x000000019a777380  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$encodeObject:forKey:
0x000000019a7773a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$entitlementsForCodeIdentity:error:
0x000000019a7773c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$entitlementsWithDictionary:forAppWithSigningIdentifier:error:
0x000000019a7773e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$errorWithDomain:code:userInfo:
0x000000019a777400  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$expandPathForFolder:withUserHomeDirectory:
0x000000019a777420  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$filePathURL
0x000000019a777440  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$fileSystemRepresentation
0x000000019a777460  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$fileURLWithPath:isDirectory:
0x000000019a777480  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$folderRedirectorForUserWithHomeDirectory:error:
0x000000019a7774a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$generateSandboxProfileValidationInfo:
0x000000019a7774c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$getBundleIdentifier:
0x000000019a7774e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$getEntitlements:
0x000000019a777500  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$getSandboxProfileWithError:
0x000000019a777520  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$getSigningInformation:error:
0x000000019a777540  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$groupId
0x000000019a777560  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$hasEntitlement:ofType:value:error:
0x000000019a777580  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$hasLSDataContainerPersonalityInfo
0x000000019a7775a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$hasPrefix:
0x000000019a7775c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$iOSAppOnMac
0x000000019a7775e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$iOSPlatform
0x000000019a777600  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$identityWithCode:error:
0x000000019a777620  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$identityWithToken:error:
0x000000019a777640  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$implicitIosProfilePaths
0x000000019a777660  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$implicitMacosProfilePaths
0x000000019a777680  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$init
0x000000019a7776a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$initForUserWithHomeDirectory:error:
0x000000019a7776c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$initWithArray:
0x000000019a7776e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$initWithCodeIdentity:entitlements:
0x000000019a777700  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$initWithDictionary:forAppWithSigningIdentifier:error:
0x000000019a777720  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$initWithFormat:arguments:
0x000000019a777740  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$initWithObjects:
0x000000019a777760  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$initWithSandboxProfile:
0x000000019a777780  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$initWithText:error:
0x000000019a7777a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$initWithUTF8String:
0x000000019a7777c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$integerValue
0x000000019a7777e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$isAdHocSigned
0x000000019a777800  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$isAppSandboxed
0x000000019a777820  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$isEmpty
0x000000019a777840  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$isEqualToDictionary:
0x000000019a777860  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$isEqualToString:
0x000000019a777880  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$keysSortedByValueUsingComparator:
0x000000019a7778a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$lastPathComponent
0x000000019a7778c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$length
0x000000019a7778e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$localizedDescription
0x000000019a777900  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$localizedStringForKey:value:table:
0x000000019a777920  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$mainBundleIdentifier
0x000000019a777940  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$mainExecutableBundlePath
0x000000019a777960  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$mainExecutableBundleRealPath
0x000000019a777980  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$mcmContainer
0x000000019a7779a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$migrateAndIgnoreActionFailures:error:
0x000000019a7779c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$migrationManifestURL
0x000000019a7779e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$mutableCopy
0x000000019a777a00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$numberOfMatchesInString:options:range:
0x000000019a777a20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$numberWithBool:
0x000000019a777a40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$numberWithInt:
0x000000019a777a60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$numberWithInteger:
0x000000019a777a80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$numberWithLong:
0x000000019a777aa0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$numberWithUnsignedInt:
0x000000019a777ac0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$numberWithUnsignedInteger:
0x000000019a777ae0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$objectAtIndexedSubscript:
0x000000019a777b00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$objectForInfoDictionaryKey:
0x000000019a777b20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$objectForKeyedSubscript:
0x000000019a777b40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$otherImages
0x000000019a777b60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$ownerCode
0x000000019a777b80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$ownerSetWithSerialization:error:
0x000000019a777ba0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$owners
0x000000019a777bc0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$path
0x000000019a777be0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$pathExtension
0x000000019a777c00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$pathURL
0x000000019a777c20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$profileSnippetModificationDate
0x000000019a777c40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$profileSnippetPath
0x000000019a777c60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$queue
0x000000019a777c80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$rangeOfString:
0x000000019a777ca0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$recordPermissionsError:withAuxString:writePath:readPath:
0x000000019a777cc0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$redirectedFolderPaths
0x000000019a777ce0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$redirectedFolders
0x000000019a777d00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$regularExpressionWithPattern:options:error:
0x000000019a777d20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$requestsAppSandboxWithInheritance:error:
0x000000019a777d40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$requirementACL
0x000000019a777d60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$requirements
0x000000019a777d80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$resolvedRedirectedFolders
0x000000019a777da0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$sandboxProfile
0x000000019a777dc0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$sandboxProfile:
0x000000019a777de0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$sandboxProfileData
0x000000019a777e00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$sandboxProfileDataValidationInfo
0x000000019a777e20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$sanitizedPath:
0x000000019a777e40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$screenSaverRequest
0x000000019a777e60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$sdkVersion
0x000000019a777e80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$serialize
0x000000019a777ea0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$serializedOwnerData
0x000000019a777ec0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$set
0x000000019a777ee0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setAuditToken:
0x000000019a777f00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setContainer:
0x000000019a777f20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setIdentity:
0x000000019a777f40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setMainExecutableBundleRealPath:
0x000000019a777f60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setMcmContainer:
0x000000019a777f80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setObject:forKeyedSubscript:
0x000000019a777fa0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setOwners:
0x000000019a777fc0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setSandboxProfileData:
0x000000019a777fe0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setSandboxProfileDataValidationInfo:
0x000000019a778000  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setUserAccountHomeDirectoryRealPath:
0x000000019a778020  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setValue:forKey:
0x000000019a778040  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$setWithObjects:
0x000000019a778060  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$signingIdentifier
0x000000019a778080  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$signingInformation:
0x000000019a7780a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$staticCodeRef
0x000000019a7780c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$stringByAppendingPathComponent:
0x000000019a7780e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$stringByDeletingPathExtension
0x000000019a778100  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$stringByReplacingOccurrencesOfString:withString:
0x000000019a778120  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$stringValue
0x000000019a778140  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$stringWithFormat:
0x000000019a778160  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$stringWithUTF8String:
0x000000019a778180  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$stringWithValidatedFormat:validFormatSpecifiers:error:
0x000000019a7781a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$substringFromIndex:
0x000000019a7781c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$sync
0x000000019a7781e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$synchronizationForCodeIdentity:
0x000000019a778200  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$systemImages
0x000000019a778220  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$systemProfiles
0x000000019a778240  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$teamIdentifier
0x000000019a778260  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$unsignedIntValue
0x000000019a778280  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$unsignedIntegerValue
0x000000019a7782a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$userAccountHomeDirectoryPath
0x000000019a7782c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$userAccountHomeDirectoryRealPath
0x000000019a7782e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$userAccountName
0x000000019a778300  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$userId
0x000000019a778320  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$userInfo
0x000000019a778340  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$validateCode:flags:error:
0x000000019a778360  0x00000000  __TEXT,__objc_stubs  func  objc_msgSend$validateWithFlags:additionalRequirement:error:
