//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/SharedWebCredentials.framework/Versions/A/SharedWebCredentials
// arch:    arm64e
// uuid:    CBF4DB42-28FB-37B8-A82C-23CC61910540
// text:    0x0000000191b8b000
// count:   844 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x0000000191b8c1f0  0x000006f0  __TEXT,__text  objc  -[_SWCPattern initWithDictionary:defaults:]  // -[_SWCPattern 'E12]
0x0000000191b974f8  0x000000ec  __TEXT,__text  objc  -[_SWCChatterboxResolver dealloc]  // -[_SWCChatterboxResolver ]
0x0000000191b975e4  0x00000008  __TEXT,__text  objc  -[_SWCChatterboxResolver originalURL]  // -[_SWCChatterboxResolver ?]
0x0000000191b975ec  0x0000043c  __TEXT,__text  objc  -[_SWCChatterboxResolver resolveWithCompletionHandler:]  // -[_SWCChatterboxResolver ?]
0x0000000191b97a28  0x0000034c  __TEXT,__text  objc  +[_SWCChatterboxResolver URLSession:dataTask:didReceiveResponse:completionHandler:]  // +[_SWCChatterboxResolver ?]
0x0000000191b97d74  0x00000470  __TEXT,__text  objc  +[_SWCChatterboxResolver URLSession:task:willPerformHTTPRedirection:newRequest:completionHandler:]  // +[_SWCChatterboxResolver ?]
0x0000000191b981e4  0x000002e8  __TEXT,__text  objc  +[_SWCChatterboxResolver URLSession:task:didCompleteWithError:]  // +[_SWCChatterboxResolver ?]
0x0000000191b984cc  0x0000005c  __TEXT,__text  objc  -[_SWCChatterboxResolver .cxx_destruct]  // -[_SWCChatterboxResolver ?]
0x0000000191b98528  0x00000068  __TEXT,__text  objc  +[_SWCChatterboxResolver(Private) _queue]  // +[_SWCChatterboxResolver ?]
0x0000000191b98590  0x000000f0  __TEXT,__text  func  __41+[_SWCChatterboxResolver(Private) _queue]_block_invoke
0x0000000191b98680  0x00000124  __TEXT,__text  objc  +[_SWCChatterboxResolver(Private) _session]  // +[_SWCChatterboxResolver 6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.05</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.4</real>
					<key>Medium</key>
					<real>0.65</real>
					<key>Firm</key>
					<real>0.95</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>3</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>19</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.8</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.2</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.01</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.02</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0</real>
					<key>Medium</key>
					<real>0</real>
					<key>Firm</key>
					<real>0.2</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>4</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>22</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.9</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.3</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.01</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.05</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.4</real>
					<key>Medium</key>
					<real>0.65</real>
					<key>Firm</key>
					<real>0.95</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>5</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>19</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.8</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.2</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.01</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.02</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0</real>
					<key>Medium</key>
					<real>0</real>
					<key>Firm</key>
					<real>0.2</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>6</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>35</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.9</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.3</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.015</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.06</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.263</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.4</real>
					<key>Medium</key>
					<real>0.65</real>
					<key>Firm</key>
					<real>0.95</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>15</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>0</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>1</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.29</real>
						<key>DelayMS</key>
						<real>0</real>
						<key>DurationMS</key>
						<real>6</real>
						<key>FrequencykHz</key>
						<real>0.1</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>1</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>16</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>0</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>1</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.29</real>
						<key>DelayMS</key>
						<real>0</real>
						<key>DurationMS</key>
						<real>6</real>
						<key>FrequencykHz</key>
						<real>0.1</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>1</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1</real>
				</dict>
			</dict>
		</dict>
	</array>
	<key>Actuator_2</key>
	<array>
		<dict>
			<key>ActuationID</key>
			<integer>1</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>24</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.8</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.2</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.015</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.015</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0</real>
					<key>Medium</key>
					<real>0</real>
					<key>Firm</key>
					<real>0.2</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>2</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>27</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.9</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.3</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.015</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.015</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.4</real>
					<key>Medium</key>
					<real>0.65</real>
					<key>Firm</key>
					<real>0.95</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>3</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>24</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.8</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.2</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.015</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.015</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0</real>
					<key>Medium</key>
					<real>0</real>
					<key>Firm</key>
					<real>0.2</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>4</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>27</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.9</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.3</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.015</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.015</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.4</real>
					<key>Medium</key>
					<real>0.65</real>
					<key>Firm</key>
					<real>0.95</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>5</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>24</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.8</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.2</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.015</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.015</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0</real>
					<key>Medium</key>
					<real>0</real>
					<key>Firm</key>
					<real>0.2</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>6</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>40</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.9</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.3</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.02</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.03</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<integer>2</integer>
						<key>FrequencykHz</key>
						<real>1.263</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.4</real>
					<key>Medium</key>
					<real>0.65</real>
					<key>Firm</key>
					<real>0.95</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>15</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>0</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>1</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.35</real>
						<key>DelayMS</key>
						<real>0</real>
						<key>DurationMS</key>
						<real>6</real>
						<key>FrequencykHz</key>
						<real>0.1</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>1</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>16</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>0</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>1</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.35</real>
						<key>DelayMS</key>
						<real>0</real>
						<key>DurationMS</key>
						<real>6</real>
						<key>FrequencykHz</key>
						<real>0.1</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>1</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1</real>
				</dict>
			</dict>
		</dict>
	</array>
	<key>Actuator_3</key>
	<array>
		<dict>
			<key>ActuationID</key>
			<integer>1</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>22</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.8</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.2</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.01</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.025</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0</real>
					<key>Medium</key>
					<real>0</real>
					<key>Firm</key>
					<real>0.2</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>2</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>25</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.9</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.3</real>
				</dict>
